PROV366;Århus;Århus;Århus;Århus;Århus;Århus;Århus;Århus;Århus;Århus;Århus;Århus;Århus;x
PROV367;Ålborg;Ålborg;Ålborg;Ålborg;Ålborg;Ålborg;Ålborg;Ålborg;Ålborg;Ålborg;Ålborg;Ålborg;Ålborg;x
PROV372;Köpenhamn;Köpenhamn;Köpenhamn;Köpenhamn;Köpenhamn;Köpenhamn;Köpenhamn;Köpenhamn;Köpenhamn;Köpenhamn;Köpenhamn;Köpenhamn;Köpenhamn;x
PROV505;Alacant;Alacant;Alacant;Alacant;Alacant;Alacant;Alacant;Alacant;Alacant;Alacant;Alacant;Alacant;Alacant;x
PROV592;Augusta;Augusta;Augusta;Augusta;Augusta;Augusta;Augusta;Augusta;Augusta;Augusta;Augusta;Augusta;Augusta;x
PROV604;Bâle;Bâle;Bâle;Bâle;Bâle;Bâle;Bâle;Bâle;Bâle;Bâle;Bâle;Bâle;Bâle;x
PROV611;Coire;Coire;Coire;Coire;Coire;Coire;Coire;Coire;Coire;Coire;Coire;Coire;Coire;x
PROV647;Nagyvárad;Nagyvárad;Nagyvárad;Nagyvárad;Nagyvárad;Nagyvárad;Nagyvárad;Nagyvárad;Nagyvárad;Nagyvárad;Nagyvárad;Nagyvárad;Nagyvárad;x
PROV654;Kolozsvár;Kolozsvár;Kolozsvár;Kolozsvár;Kolozsvár;Kolozsvár;Kolozsvár;Kolozsvár;Kolozsvár;Kolozsvár;Kolozsvár;Kolozsvár;Kolozsvár;x
PROV659;Brassó;Brassó;Brassó;Brassó;Brassó;Brassó;Brassó;Brassó;Brassó;Brassó;Brassó;Brassó;Brassó;x
PROV674;Konstanca;Konstanca;Konstanca;Konstanca;Konstanca;Konstanca;Konstanca;Konstanca;Konstanca;Konstanca;Konstanca;Konstanca;Konstanca;x
PROV676;Kishinyov;Kishinyov;Kishinyov;Kishinyov;Kishinyov;Kishinyov;Kishinyov;Kishinyov;Kishinyov;Kishinyov;Kishinyov;Kishinyov;Kishinyov;x
PROV719;Belostok;Belostok;Belostok;Belostok;Belostok;Belostok;Belostok;Belostok;Belostok;Belostok;Belostok;Belostok;Belostok;x
PROV745;Livorno;Livorno;Livorno;Livorno;Livorno;Livorno;Livorno;Livorno;Livorno;Livorno;Livorno;Livorno;Livorno;x
PROV748;Grosseto;Grosseto;Grosseto;Grosseto;Grosseto;Grosseto;Grosseto;Grosseto;Grosseto;Grosseto;Grosseto;Grosseto;Grosseto;x
PROV765;Càller;Càller;Càller;Càller;Càller;Càller;Càller;Càller;Càller;Càller;Càller;Càller;Càller;x
PROV767;Morpurgo;Morpurgo;Morpurgo;Morpurgo;Morpurgo;Morpurgo;Morpurgo;Morpurgo;Morpurgo;Morpurgo;Morpurgo;Morpurgo;Morpurgo;x
PROV768;Lubiana;Lubiana;Lubiana;Lubiana;Lubiana;Lubiana;Lubiana;Lubiana;Lubiana;Lubiana;Lubiana;Lubiana;Lubiana;x
PROV780;Spalato;Spalato;Spalato;Spalato;Spalato;Spalato;Spalato;Spalato;Spalato;Spalato;Spalato;Spalato;Spalato;x
PROV781;Zara;Zara;Zara;Zara;Zara;Zara;Zara;Zara;Zara;Zara;Zara;Zara;Zara;x
PROV782;Ragusa;Ragusa;Ragusa;Ragusa;Ragusa;Ragusa;Ragusa;Ragusa;Ragusa;Ragusa;Ragusa;Ragusa;Ragusa;x
PROV794;Nándorfehérvár;Nándorfehérvár;Nándorfehérvár;Nándorfehérvár;Nándorfehérvár;Nándorfehérvár;Nándorfehérvár;Nándorfehérvár;Nándorfehérvár;Nándorfehérvár;Nándorfehérvár;Nándorfehérvár;Nándorfehérvár;x
PROV815;Philipupoli;Philipupoli;Philipupoli;Philipupoli;Philipupoli;Philipupoli;Philipupoli;Philipupoli;Philipupoli;Philipupoli;Philipupoli;Philipupoli;Philipupoli;x
PROV851;Durazzo;Durazzo;Durazzo;Durazzo;Durazzo;Durazzo;Durazzo;Durazzo;Durazzo;Durazzo;Durazzo;Durazzo;Durazzo;x
PROV858;Saranta Ekklisies;Saranta Ekklisies;Saranta Ekklisies;Saranta Ekklisies;Saranta Ekklisies;Saranta Ekklisies;Saranta Ekklisies;Saranta Ekklisies;Saranta Ekklisies;Saranta Ekklisies;Saranta Ekklisies;Saranta Ekklisies;Saranta Ekklisies;x
PROV860;Constantinopolis;Constantinopolis;Constantinopolis;Constantinopolis;Constantinopolis;Constantinopolis;Constantinopolis;Constantinopolis;Constantinopolis;Constantinopolis;Constantinopolis;Constantinopolis;Constantinopolis;x
PROV861;Scutarion;Scutarion;Scutarion;Scutarion;Scutarion;Scutarion;Scutarion;Scutarion;Scutarion;Scutarion;Scutarion;Scutarion;Scutarion;x
PROV862;Nicomedia;Nicomedia;Nicomedia;Nicomedia;Nicomedia;Nicomedia;Nicomedia;Nicomedia;Nicomedia;Nicomedia;Nicomedia;Nicomedia;Nicomedia;x
PROV865;Dardanelles;Dardanelles;Dardanelles;Dardanelles;Dardanelles;Dardanelles;Dardanelles;Dardanelles;Dardanelles;Dardanelles;Dardanelles;Dardanelles;Dardanelles;x
PROV867;Cotyaeum;Cotyaeum;Cotyaeum;Cotyaeum;Cotyaeum;Cotyaeum;Cotyaeum;Cotyaeum;Cotyaeum;Cotyaeum;Cotyaeum;Cotyaeum;Cotyaeum;x
PROV869;Smyrne;Smyrne;Smyrne;Smyrne;Smyrne;Smyrne;Smyrne;Smyrne;Smyrne;Smyrne;Smyrne;Smyrne;Smyrne;x
PROV873;Iconion;Iconion;Iconion;Iconion;Iconion;Iconion;Iconion;Iconion;Iconion;Iconion;Iconion;Iconion;Iconion;x
PROV876;Ancyra;Ancyra;Ancyra;Ancyra;Ancyra;Ancyra;Ancyra;Ancyra;Ancyra;Ancyra;Ancyra;Ancyra;Ancyra;x
PROV878;Caesarea;Caesarea;Caesarea;Caesarea;Caesarea;Caesarea;Caesarea;Caesarea;Caesarea;Caesarea;Caesarea;Caesarea;Caesarea;x
PROV879;Sebastea;Sebastea;Sebastea;Sebastea;Sebastea;Sebastea;Sebastea;Sebastea;Sebastea;Sebastea;Sebastea;Sebastea;Sebastea;x
PROV887;Theodosiopolis;Theodosiopolis;Theodosiopolis;Theodosiopolis;Theodosiopolis;Theodosiopolis;Theodosiopolis;Theodosiopolis;Theodosiopolis;Theodosiopolis;Theodosiopolis;Theodosiopolis;Theodosiopolis;x
PROV1044;Chkalov;Chkalov;Chkalov;Chkalov;Chkalov;Chkalov;Chkalov;Chkalov;Chkalov;Chkalov;Chkalov;Chkalov;Chkalov;x
PROV2533;Marosvásárhely;Marosvásárhely;Marosvásárhely;Marosvásárhely;Marosvásárhely;Marosvásárhely;Marosvásárhely;Marosvásárhely;Marosvásárhely;Marosvásárhely;Marosvásárhely;Marosvásárhely;Marosvásárhely;x
PROV2538;Újszandec;Újszandec;Újszandec;Újszandec;Újszandec;Újszandec;Újszandec;Újszandec;Újszandec;Újszandec;Újszandec;Újszandec;Újszandec;x
PROV2582;Cattaro;Cattaro;Cattaro;Cattaro;Cattaro;Cattaro;Cattaro;Cattaro;Cattaro;Cattaro;Cattaro;Cattaro;Cattaro;x
